"tp_title","tpf_title","tcd_title","nwp_tc_id","nwp_title","val_env","automation","nwp_cmd","dmr_cmd","all_dmr_cmds","tr_count","dmr_tr_date"
"[NWP PM] Thermal Management","[NWP PM] Thermal Reporting/Telemetry","[SoC Thermal Management] Thermal Reporting","22022421640","[Thermal Reporting] Verify CORE_PERF_LIMIT_REASONS","silicon,virtual_platform","yes","this is covered by 3 different scripts (emttm, prochot and vr_hot TCs with PLR check); no dedicated command line for this TC","https://github.com/intel-restricted/frameworks.validation.pythonsv.projects.diamondrapids/tree/main/pm/Active_PM/Thermal_Management/CPU_Thermal_Management/thermalManagement.py","https://github.com/intel-restricted/frameworks.validation.pythonsv.projects.diamondrapids/tree/main/pm/Active_PM/Thermal_Management/CPU_Thermal_Management/thermalManagement.py | thermalManagement.py","2","2025-09-23"
"[NWP PM] Thermal Management","[NWP PM] Thermal Reporting/Telemetry","[SoC Thermal Management] Thermal Reporting","22022421641","[Thermal Reporting] Verify DTS temperature reporting during reset","virtual_platform","yes","TBD (New script)","thermalManagement.py","thermalManagement.py","1","2024-12-03"
"[NWP PM] Thermal Management","[NWP PM] Thermal Reporting/Telemetry","[SoC Thermal Management] Thermal Reporting","22022421642","[Thermal Reporting] Verify IA32_MISC_ENABLES (Thread vMSR 0x1a0)","virtual_platform","no","Manual","Manual","Manual | thermalManagement.py","2","2026-01-13"
"[NWP PM] Thermal Management","[NWP PM] Thermal Reporting/Telemetry","[SoC Thermal Management] Thermal Reporting","22022421643","[Thermal Reporting] Verify IA32_PACKAGE_THERM_MARGIN","virtual_platform","yes","https://github.com/intel-restricted/frameworks.validation.pythonsv.projects.diamondrapids/tree/main/pm/Active_PM/Thermal_Management/CPU_Thermal_Management/thermalManagement.py","https://github.com/intel-restricted/frameworks.validation.pythonsv.projects.diamondrapids/tree/main/pm/Active_PM/Thermal_Management/CPU_Thermal_Management/thermalManagement.py","https://github.com/intel-restricted/frameworks.validation.pythonsv.projects.diamondrapids/tree/main/pm/Active_PM/Thermal_Management/CPU_Thermal_Management/thermalManagement.py | thermalManagement.py","9","2026-04-03"
"[NWP PM] Thermal Management","[NWP PM] Thermal Reporting/Telemetry","[SoC Thermal Management] Thermal Reporting","22022421644","[Thermal Reporting] Verify IA32_PACKAGE_THERM_STATUS","silicon,virtual_platform","yes","python runPmx.py -x dmr.xml -p thermal_interrupt  -tM 60 -M 5","https://github.com/intel-restricted/frameworks.validation.pythonsv.projects.diamondrapids/tree/main/pm/Active_PM/Thermal_Management/CPU_Thermal_Management/thermalManagement.py","https://github.com/intel-restricted/frameworks.validation.pythonsv.projects.diamondrapids/tree/main/pm/Active_PM/Thermal_Management/CPU_Thermal_Management/thermalManagement.py | thermalManagement.py","2","2025-09-13"
"[NWP PM] Thermal Management","[NWP PM] Thermal Reporting/Telemetry","[SoC Thermal Management] Thermal Reporting","22022421646","[Thermal Reporting] Verify IA32_TEMPERATURE_TARGET","virtual_platform","yes","https://github.com/intel-restricted/frameworks.validation.pythonsv.projects.diamondrapids/tree/main/pm/Active_PM/Thermal_Management/CPU_Thermal_Management/thermalManagement.py","https://github.com/intel-restricted/frameworks.validation.pythonsv.projects.diamondrapids/tree/main/pm/Active_PM/Thermal_Management/CPU_Thermal_Management/thermalManagement.py","https://github.com/intel-restricted/frameworks.validation.pythonsv.projects.diamondrapids/tree/main/pm/Active_PM/Thermal_Management/CPU_Thermal_Management/thermalManagement.py | thermalManagement.py","9","2026-02-20"
"[NWP PM] Thermal Management","[NWP PM] Thermal Reporting/Telemetry","[SoC Thermal Management] Thermal Reporting","22022421647","[Thermal Reporting] Verify IA32_THERM_STATUS (Core MSR 0x19c)","silicon,virtual_platform","yes","python runPmx.py -x dmr.xml -p thermal_interrupt  -tM 60 -M 5","pm.Active_pm.Thermal_Management.CPU_thermals.thermalInterrupt.py","pm.Active_pm.Thermal_Management.CPU_thermals.thermalInterrupt.py | thermalManagement.py","2","2025-09-13"
"[NWP PM] Thermal Management","[NWP PM] Thermal Reporting/Telemetry","[SoC Thermal Management] Thermal Reporting","22022421649","[Thermal Reporting] Verify MSR 0x1A3 MCP_THERMAL_REPORT_1","silicon,virtual_platform","yes","PMX automated, need to edit xml","https://github.com/intel-restricted/frameworks.validation.pythonsv.projects.diamondrapids/tree/main/pm/Active_PM/Thermal_Management/CPU_Thermal_Management/thermalManagement.py","https://github.com/intel-restricted/frameworks.validation.pythonsv.projects.diamondrapids/tree/main/pm/Active_PM/Thermal_Management/CPU_Thermal_Management/thermalManagement.py | mem_thermals_debug.py","2","2025-09-13"
"[NWP PM] Thermal Management","[NWP PM] Thermal Reporting/Telemetry","[SoC Thermal Management] Thermal Reporting","22022421650","[Thermal Reporting] Verify MSR 0x1A4 MCP_THERMAL_REPORT_2","virtual_platform","yes","https://github.com/intel-restricted/frameworks.validation.pythonsv.projects.diamondrapids/tree/main/pm/Active_PM/Thermal_Management/CPU_Thermal_Management/thermalManagement.py","https://github.com/intel-restricted/frameworks.validation.pythonsv.projects.diamondrapids/tree/main/pm/Active_PM/Thermal_Management/CPU_Thermal_Management/thermalManagement.py","https://github.com/intel-restricted/frameworks.validation.pythonsv.projects.diamondrapids/tree/main/pm/Active_PM/Thermal_Management/CPU_Thermal_Management/thermalManagement.py | thermalManagement.py","9","2026-02-20"
"[NWP PM] Thermal Management","[NWP PM] Thermal Reporting/Telemetry","[SoC Thermal Management] Thermal Reporting","22022421660","[Thermal Reporting] Verify POWER_CTL","virtual_platform","yes","https://github.com/intel-restricted/frameworks.validation.pythonsv.projects.diamondrapids/tree/main/pm/Active_PM/Thermal_Management/CPU_Thermal_Management/thermalManagement.py","https://github.com/intel-restricted/frameworks.validation.pythonsv.projects.diamondrapids/tree/main/pm/Active_PM/Thermal_Management/CPU_Thermal_Management/thermalManagement.py","https://github.com/intel-restricted/frameworks.validation.pythonsv.projects.diamondrapids/tree/main/pm/Active_PM/Thermal_Management/CPU_Thermal_Management/thermalManagement.py | thermalManagement.py","9","2026-04-02"
"[NWP PM] Thermal Management","[NWP PM] Thermal Reporting/Telemetry","[SoC Thermal Management] Thermal Reporting","22022421665","[Thermal Reporting][BEAT] Extended C6 validation for Thermal Die Level PLR","virtual_platform","yes","https://github.com/intel-restricted/frameworks.validation.pythonsv.projects.diamondrapids/tree/main/pm/Active_PM/Thermal_Management/CPU_Thermal_Management/thermalManagement.py","https://github.com/intel-restricted/frameworks.validation.pythonsv.projects.diamondrapids/tree/main/pm/Active_PM/Thermal_Management/CPU_Thermal_Management/thermalManagement.py","https://github.com/intel-restricted/frameworks.validation.pythonsv.projects.diamondrapids/tree/main/pm/Active_PM/Thermal_Management/CPU_Thermal_Management/thermalManagement.py | thermalManagement.py","12","2026-06-25"
"[NWP PM] Fabric DVFS (UFS)","[NWP PM] CBB DVFS","Solar DVFS","22022422095","[Solar] DVFS-dvfs_all_random","virtual_platform","yes","/usr/bin/solar/solar.sh /cfg /usr/local/python/diamondrapids/pm/Solar/SOLAR_DMR_XMLS/Verify/GV_DVFS/Mesh_gv_verify_random.xml","/usr/bin/solar/solar.sh /cfg /usr/local/python/diamondrapids/pm/Solar/SOLAR_DMR_XMLS/Verify/GV_DVFS/Mesh_gv_verify_random.xml","/usr/bin/solar/solar.sh /cfg /usr/local/python/diamondrapids/pm/Solar/SOLAR_DMR_XMLS/Verify/GV_DVFS/Mesh_gv_verify_random.xml","24","2026-07-01"
"[NWP PM] PM Interfaces (OS2P/TPMI/PECI/PMT)","[NWP PM] PMT (Platform Monitoring Technology)","[SoC Thermal Management] TPMI/PMT","22022421558","[TPMI/PMT] Verify Aggregate Margin to Tcontrol PMT Register","virtual_platform","yes","runPmx.py -x dmr.xml -p pmt_thermal -tM 60 --retry_count 2","runPmx.py -x dmr.xml -p pmt_thermal -tM 60 --retry_count 2","runPmx.py -x dmr.xml -p pmt_thermal -tM 60 --retry_count 2 | thermalManagement.py","12","2026-06-25"
"[NWP PM] PM Interfaces (OS2P/TPMI/PECI/PMT)","[NWP PM] PMT (Platform Monitoring Technology)","[SoC Thermal Management] TPMI/PMT","22022421576","[TPMI/PMT] Verify Package Temperature PMT Register","silicon,virtual_platform","yes","runPmx.py -x dmr.xml -p pmt_thermal -tM 60 --retry_count 2","thermalManagement.py
[pm/Active_PM/Thermal_Management/CPU_Thermal_Management/Demo_GNR_TM2.py]","thermalManagement.py | thermalManagement.py
[pm/Active_PM/Thermal_Management/CPU_Thermal_Management/Demo_GNR_TM2.py]","2","2025-09-23"
"[NWP PM] PM Interfaces (OS2P/TPMI/PECI/PMT)","[NWP PM] PMT (Platform Monitoring Technology)","[SoC Thermal Management] TPMI/PMT","22022421578","[TPMI/PMT] Verify Package Thermal Status TPMI Register","silicon,virtual_platform","yes","runPmx.py -x dmr.xml -p pmt_thermal -tM 60 --retry_count 2","thermalManagement.py
[pm/Active_PM/Thermal_Management/CPU_Thermal_Management/thermalInterrupt.py]","thermalManagement.py | thermalManagement.py
[pm/Active_PM/Thermal_Management/CPU_Thermal_Management/thermalInterrupt.py]","2","2025-09-23"
"[NWP PM] PM Interfaces (OS2P/TPMI/PECI/PMT)","[NWP PM] PMT (Platform Monitoring Technology)","[SoC Thermal Management] TPMI/PMT","22022421581","[TPMI/PMT] Verify Temperature Target PMT Register","silicon,virtual_platform","yes","runPmx.py -x dmr.xml -p pmt_thermal -tM 60 --retry_count 2","thermalManagement.py
[pm/Active_PM/Thermal_Management/CPU_Thermal_Management/Demo_GNR_TM2.py]","thermalManagement.py | thermalManagement.py
[pm/Active_PM/Thermal_Management/CPU_Thermal_Management/Demo_GNR_TM2.py]","2","2025-09-20"
"[NWP PM] PM Interfaces (OS2P/TPMI/PECI/PMT)","[NWP PM] PMT (Platform Monitoring Technology)","[SoC Thermal Management] TPMI/PMT","22022421583","[TPMI/PMT] Verify Thermal Constrained Time PMT Register","silicon,virtual_platform","yes","runPmx.py -x dmr.xml -p pmt_thermal -tM 60 --retry_count 2","thermalManagement.py
[pm/Active_PM/Thermal_Management/CPU_Thermal_Management/Demo_GNR_TM2.py]","thermalManagement.py | thermalManagement.py
[pm/Active_PM/Thermal_Management/CPU_Thermal_Management/Demo_GNR_TM2.py]","2","2025-09-21"
"[NWP PM] PM Interfaces (OS2P/TPMI/PECI/PMT)","[NWP PM] PMT (Platform Monitoring Technology)","[SoC Thermal Management] TPMI/PMT","22022421585","[TPMI/PMT] Verify Thermal Monitor Filtering TPMI Register","virtual_platform","yes","thermalManagement.py
[pm/Active_PM/Thermal_Management/CPU_Thermal_Management/Demo_DMR_TMF.py]","thermalManagement.py","thermalManagement.py","1","2024-12-03"
"[NWP PM] PM Cross Product","PM Integration Testing","Solar Cross Products","22022421701","[Solar Cross-Product] Cross_Products-Allcross-cstate_hwp_p0_pn_dvfs_random","silicon,virtual_platform","yes","/usr/bin/solar/solar.sh /cfg /usr/local/python/diamondrapids/pm/Solar/pm/Solar/Cross Products/cstate_hwp_p0_pn_dvfs_random.xml /logpath .","/usr/bin/solar/solar.sh /cfg /usr/local/python/diamondrapids/pm/Solar/pm/Solar/Cross Products/cstate_hwp_p0_pn_dvfs_random.xml /logpath .","/usr/bin/solar/solar.sh /cfg /usr/local/python/diamondrapids/pm/Solar/pm/Solar/Cross Products/cstate_hwp_p0_pn_dvfs_random.xml /logpath .","25","2026-07-01"
"[NWP PM] PM Cross Product","PM Integration Testing","Solar Cross Products","22022421702","[Solar Cross-Product] Cross_Products-Allcross-cstate_hwp_p0_pn_dvfs_random_exercise","silicon,virtual_platform","yes","/usr/bin/solar/solar.sh /cfg /usr/local/python/diamondrapids/pm/Solar/pm/Solar/Cross Products/cstate_hwp_p0_pn_dvfs_random_exercise.xml /logpath .","/usr/bin/solar/solar.sh /cfg /usr/local/python/diamondrapids/pm/Solar/pm/Solar/Cross Products/cstate_hwp_p0_pn_dvfs_random_exercise.xml /logpath .","/usr/bin/solar/solar.sh /cfg /usr/local/python/diamondrapids/pm/Solar/pm/Solar/Cross Products/cstate_hwp_p0_pn_dvfs_random_exercise.xml /logpath .","23","2026-06-25"
"[NWP PM] PM Cross Product","PM Integration Testing","Solar Cross Products","22022421705","[Solar Cross-Product] Cross_Products-Allcross-cstate_hwp_p1_pn_dvfs_random","silicon,virtual_platform","yes","/usr/bin/solar/solar.sh /cfg /usr/local/python/diamondrapids/pm/Solar/pm/Solar/Cross Products/cstate_hwp_p1_pn_dvfs_random.xml /logpath .","/usr/bin/solar/solar.sh /cfg /usr/local/python/diamondrapids/pm/Solar/pm/Solar/Cross Products/cstate_hwp_p1_pn_dvfs_random.xml /logpath .","/usr/bin/solar/solar.sh /cfg /usr/local/python/diamondrapids/pm/Solar/pm/Solar/Cross Products/cstate_hwp_p1_pn_dvfs_random.xml /logpath .","23","2026-06-30"
"[NWP PM] PM Cross Product","PM Integration Testing","Solar Cross Products","22022421706","[Solar Cross-Product] Cross_Products-Allcross-cstate_hwp_p1_pn_dvfs_random_exercise","silicon,virtual_platform","yes","/usr/bin/solar/solar.sh /cfg /usr/local/python/diamondrapids/pm/Solar/pm/Solar/Cross_Products/cstate_hwp_p1_pn_dvfs_random_exercise.xml /logpath .","/usr/bin/solar/solar.sh /cfg /usr/local/python/diamondrapids/pm/Solar/pm/Solar/Cross_Products/cstate_hwp_p1_pn_dvfs_random_exercise.xml /logpath .","/usr/bin/solar/solar.sh /cfg /usr/local/python/diamondrapids/pm/Solar/pm/Solar/Cross_Products/cstate_hwp_p1_pn_dvfs_random_exercise.xml /logpath .","24","2026-06-25"
"[NWP PM] PM Cross Product","PM Integration Testing","Solar Cross Products","22022421709","[Solar Cross-Product] Cross_Products-Allcross-cstate_legacy_pstate_p0_pn_pstate_dvfs_random","silicon,virtual_platform","yes","/usr/bin/solar/solar.sh /cfg /usr/local/python/diamondrapids/pm/Solar/Cross_Products/Allcross/cstate_legacy_pstate_p0_pn_pstate_dvfs_random.xml /logpath .","/usr/bin/solar/solar.sh /cfg /usr/local/python/diamondrapids/pm/Solar/Cross_Products/Allcross/cstate_legacy_pstate_p0_pn_pstate_dvfs_random.xml /logpath .","/usr/bin/solar/solar.sh /cfg /usr/local/python/diamondrapids/pm/Solar/Cross_Products/Allcross/cstate_legacy_pstate_p0_pn_pstate_dvfs_random.xml /logpath .","24","2026-07-02"
"[NWP PM] PM Cross Product","PM Integration Testing","Solar Cross Products","22022421710","[Solar Cross-Product] Cross_Products-Allcross-cstate_legacy_pstate_p0_pn_pstate_dvfs_random_exercise","silicon,virtual_platform","yes","/usr/bin/solar/solar.sh /cfg /usr/local/python/diamondrapids/pm/Solar/Cross_Products/Allcross/cstate_legacy_pstate_p0_pn_pstate_dvfs_random_exercise.xml /logpath .","/usr/bin/solar/solar.sh /cfg /usr/local/python/diamondrapids/pm/Solar/Cross_Products/Allcross/cstate_legacy_pstate_p0_pn_pstate_dvfs_random_exercise.xml /logpath .","/usr/bin/solar/solar.sh /cfg /usr/local/python/diamondrapids/pm/Solar/Cross_Products/Allcross/cstate_legacy_pstate_p0_pn_pstate_dvfs_random_exercise.xml /logpath .","23","2026-06-26"
"[NWP PM] PM Cross Product","PM Integration Testing","Solar Cross Products","22022421712","[Solar Cross-Product] Cross_Products-Allcross-cstate_legacy_pstate_p1_pn_pstate_dvfs_random","silicon,virtual_platform","yes","/usr/bin/solar/solar.sh /cfg /usr/local/python/diamondrapids/pm/Solar/Cross_Products/Allcross/cstate_legacy_pstate_p1_pn_pstate_dvfs_random.xml /logpath .","/usr/bin/solar/solar.sh /cfg /usr/local/python/diamondrapids/pm/Solar/Cross_Products/Allcross/cstate_legacy_pstate_p1_pn_pstate_dvfs_random.xml /logpath .","/usr/bin/solar/solar.sh /cfg /usr/local/python/diamondrapids/pm/Solar/Cross_Products/Allcross/cstate_legacy_pstate_p1_pn_pstate_dvfs_random.xml /logpath .","23","2026-07-01"
"[NWP PM] PM Cross Product","PM Integration Testing","Solar Cross Products","22022421714","[Solar Cross-Product] Cross_Products-Allcross-cstate_legacy_pstate_p1_pn_pstate_dvfs_random_exercise","silicon,virtual_platform","yes","/usr/bin/solar/solar.sh /cfg /usr/local/python/diamondrapids/pm/Solar/Cross_Products/Allcross/cstate_legacy_pstate_p1_pn_pstate_dvfs_random_exercise.xml /logpath .","/usr/bin/solar/solar.sh /cfg /usr/local/python/diamondrapids/pm/Solar/Cross_Products/Allcross/cstate_legacy_pstate_p1_pn_pstate_dvfs_random_exercise.xml /logpath .","/usr/bin/solar/solar.sh /cfg /usr/local/python/diamondrapids/pm/Solar/Cross_Products/Allcross/cstate_legacy_pstate_p1_pn_pstate_dvfs_random_exercise.xml /logpath .","23","2026-06-30"
"[NWP PM] PM Cross Product","PM Integration Testing","Solar Cross Products","22022421715","[Solar Cross-Product] Cross_Products-Cstate_DVFS-cstate_dvfs_random","silicon,virtual_platform","yes","/usr/bin/solar/solar.sh /cfg /usr/local/python/diamondrapids/pm/Solar/Cstate_DVFS/Cross_Products/cstate_dvfs_random.xml /logpath .","/usr/bin/solar/solar.sh /cfg /usr/local/python/diamondrapids/pm/Solar/Cstate_DVFS/Cross_Products/cstate_dvfs_random.xml /logpath .","/usr/bin/solar/solar.sh /cfg /usr/local/python/diamondrapids/pm/Solar/Cstate_DVFS/Cross_Products/cstate_dvfs_random.xml /logpath .","24","2026-06-25"
"[NWP PM] PM Cross Product","PM Integration Testing","Solar Cross Products","22022421717","[Solar Cross-Product] Cross_Products-Cstate_DVFS-cstate_dvfs_random_exercise","silicon,virtual_platform","yes","/usr/bin/solar/solar.sh /cfg /usr/local/python/diamondrapids/pm/Solar/Cstate_DVFS/Cross_Products/cstate_dvfs_random_exercise.xml /logpath .","/usr/bin/solar/solar.sh /cfg /usr/local/python/diamondrapids/pm/Solar/Cstate_DVFS/Cross_Products/cstate_dvfs_random_exercise.xml /logpath .","/usr/bin/solar/solar.sh /cfg /usr/local/python/diamondrapids/pm/Solar/Cstate_DVFS/Cross_Products/cstate_dvfs_random_exercise.xml /logpath .","24","2026-06-30"
"[NWP PM] PM Cross Product","PM Integration Testing","Solar Cross Products","22022421718","[Solar Cross-Product] Cross_Products-Pstate_DVFS-pstate_dvfs_random","silicon,virtual_platform","yes","/usr/bin/solar/solar.sh /cfg /usr/local/python/diamondrapids/pm/Solar/Cross_Products/Pstate_DVFS/pstate_dvfs_random.xml /logpath .","/usr/bin/solar/solar.sh /cfg /usr/local/python/diamondrapids/pm/Solar/Cross_Products/Pstate_DVFS/pstate_dvfs_random.xml /logpath .","/usr/bin/solar/solar.sh /cfg /usr/local/python/diamondrapids/pm/Solar/Cross_Products/Pstate_DVFS/pstate_dvfs_random.xml /logpath .","25","2026-06-25"
"[NWP PM] PM Cross Product","PM Integration Testing","Solar Cross Products","22022421719","[Solar Cross-Product] Cross_Products-Pstate_DVFS-pstate_dvfs_random_exercise","silicon,virtual_platform","yes","/usr/bin/solar/solar.sh /cfg /usr/local/python/diamondrapids/pm/Solar/Cross_Products/Pstate_DVFS/pstate_dvfs_random_exercise.xml /logpath .","/usr/bin/solar/solar.sh /cfg /usr/local/python/diamondrapids/pm/Solar/Cross_Products/Pstate_DVFS/pstate_dvfs_random_exercise.xml /logpath .","/usr/bin/solar/solar.sh /cfg /usr/local/python/diamondrapids/pm/Solar/Cross_Products/Pstate_DVFS/pstate_dvfs_random_exercise.xml /logpath .","23","2026-06-25"
"[NWP PM] PM Cross Product","PM Integration Testing","Cross Products","22022423114","CBB DVFS x SB Harasser traffic","silicon,virtual_platform","no","echo manual_execution","echo manual_execution","echo manual_execution","16","2026-06-30"
"[NWP PM] PM Cross Product","PM Integration Testing","Cross Products","22022423115","DRAM RAPL x SB Harasser Traffic","silicon,virtual_platform","no","echo manual_execution","echo manual_execution","echo manual_execution","16","2026-07-02"
"[NWP PM] PM Cross Product","PM Integration Testing","Cross Products","22022423116","PEGA C states x SB Harasser traffic","silicon,virtual_platform","no","echo manual_execution","echo manual_execution","echo manual_execution","18","2026-06-30"
"[NWP PM] PM Cross Product","PM Integration Testing","Cross Products","22022423117","Solar C States x SB Harasser traffic","silicon,virtual_platform","no","echo manual_execution","echo manual_execution","echo manual_execution","16","2026-06-26"
"[NWP PM] PM Cross Product","PM Integration Testing","Cross Products","22022423119","Solar P States x SB Harasser traffic","silicon,virtual_platform","no","echo manual_execution","echo manual_execution","echo manual_execution","16","2026-07-01"
"[NWP PM] PM Cross Product","PM Integration Testing","Cross Products","22022423120","iMH DVFS x SB Harasser traffic","silicon,virtual_platform","no","echo manual_execution","echo manual_execution","echo manual_execution","16","2026-06-30"
"[NWP PM] PM Cross Product","PM Integration Testing","EndPoint Sweep","22022423121","CBB GPSB end point sweep","silicon,virtual_platform","no","echo manual_execution","echo manual_execution","echo manual_execution","2","2025-11-06"
"[NWP PM] PM Cross Product","PM Integration Testing","EndPoint Sweep","22022423122","CBB PMSB end point sweep","silicon,virtual_platform","no","echo manual_execution","echo manual_execution","echo manual_execution","2","2025-11-06"
"[NWP PM] PM Cross Product","PM Integration Testing","EndPoint Sweep","22022423123","iMH GPSB end point sweep","silicon,virtual_platform","no","echo manual_execution","echo manual_execution","echo manual_execution","2","2026-04-02"
"[NWP PM] PM Cross Product","PM Integration Testing","EndPoint Sweep","22022423125","iMH PMSB end point sweep","silicon,virtual_platform","no","echo manual_execution","echo manual_execution","echo manual_execution","2","2026-04-02"
"[NWP PM] Telemetry (PEM/PLR)","[NWP PM] PLR (Performance Limit Reasons)","Performance Limit Reason","22022422383","Platform Limit Reason Check","silicon,virtual_platform","yes","runPmx.py -x dmr.xml -p turbo -tM 60","fine_level_plr.py","fine_level_plr.py | thermalManagement.py","2","2026-01-15"
"[NWP PM] CBB CCF PM","CBB CCF Active States","CBB CCF GV BIOS Configuration","22022422850","CBB CCF GV BIOS Configuration","silicon,virtual_platform","yes","flexconPM.xml","flexconPM.xml","flexconPM.xml | thermalManagement.py","2","2025-09-09"
"[NWP PM] CBB CCF PM","CBB CCF Active States","CBB CCF GV PEGA","22022422851","CBB CCF GV PEGA Injection","silicon,virtual_platform","yes","python runPmx.py -x dmr.xml -p ccf_gv -H 1 -M 5","Active_PM\CCF_GV\ccf_gv.py","Active_PM\CCF_GV\ccf_gv.py","2","2026-01-15"
"[NWP PM] CBB CCF PM","CBB CCF Active States","CBB CCF GV TPMI Interface","22022422859","CBB CCF GV TPMI Request","silicon,virtual_platform","yes","python runPmx.py -x dmr.xml -p ccf_gv -H 1 -M 5","python runPmx.py -x dmr.xml -p ccf_gv -H 1 -M 5","Active_PM\CCF_GV\ccf_gv.py | python runPmx.py -x dmr.xml -p ccf_gv -H 1 -M 5","25","2026-06-30"
"[NWP PM] CBB CCF PM","CBB CCF Active States","CBB CCF VF Curves","22022422863","CBB CCF VF Curves","silicon,virtual_platform","yes","python runPmx.py -x dmr.xml -p ccf_gv -H 1 -M 5","Active_PM\CCF_GV\ccf_gv.py","Active_PM\CCF_GV\ccf_gv.py | thermalManagement.py","2","2025-09-09"
"[NWP PM] CBB CCF PM","CBB CCF Idle States","CBB CCF Idle states","22022422865","CBB CCF Fast Ring C3","silicon,virtual_platform","yes","python runPmx.py -x dmr.xml -p ccf_gv -H 1 -M 5","Active_PM\CCF_GV\cbb_ccf_pm_interface.py","Active_PM\CCF_GV\cbb_ccf_pm_interface.py | thermalManagement.py","2","2025-09-19"
"[NWP PM] CBB CCF PM","CBB CCF Idle States","CBB CCF Idle states","22022422868","CBB CCF PM Cstate wake events across Activeidle","silicon,virtual_platform","yes","python runPmx.py -x dmr.xml -p ccf_gv -H 1 -M 5","Active_PM\CCF_GV\ccf_gv.py","Active_PM\CCF_GV\ccf_gv.py","1","2025-10-23"
"[NWP PM] CBB CCF PM","CBB CCF NonAutoGV","CBB CCF NonAutoGV Mode - Drainless / Fast GV","22022422878","CBB CCF NonAutoGV Mode -  Fast GV","silicon,virtual_platform","yes","python runPmx.py -x dmr.xml -p ccf_gv -H 1 -M 5","Active_PM\CCF_GV\cbb_ccf_pm_interface.py","Active_PM\CCF_GV\cbb_ccf_pm_interface.py | thermalManagement.py","2","2025-10-23"
"[NWP PM] CBB CCF PM","CBB CCF Ring Frequency Scalability","CBB  CCF PMON","22022422886","CBB CCF PMON","silicon,virtual_platform","yes","python runPmx.py -x dmr.xml -p ccf_gv -H 1 -M 5","Active_PM\CCF_GV\pmon.py,PMON","Active_PM\CCF_GV\pmon.py,PMON","2","2025-09-26"
"[NWP PM] CBB CCF PM","CBB CCF Ring Frequency Scalability","CBB CCF CBO Telemetry","22022422889","CBB CCF CBO Telemetry","silicon,virtual_platform","yes","python runPmx.py -x dmr.xml -p ccf_gv -H 1 -M 5","Active_PM\CCF_GV\cbb_ccf_pm_interface.py","Active_PM\CCF_GV\cbb_ccf_pm_interface.py","2","2026-01-16"
"[NWP PM] CBB CCF PM","CBB CCF Ring Frequency Scalability","CBB CCF Message To Punit","22022422896","CBB CCF Message to Punit","silicon,virtual_platform","yes","python runPmx.py -x dmr.xml -p ccf_gv -H 1 -M 5","Active_PM\CCF_GV\cbb_ccf_pm_interface.py","Active_PM\CCF_GV\cbb_ccf_pm_interface.py | thermalManagement.py","2","2025-09-25"
"[NWP PM] CBB CCF PM","CBB CCF Ring Frequency Scalability","CBB CCF SBO Telemetry","22022422900","CBB CCF SBO Telemetry","silicon,virtual_platform","yes","python runPmx.py -x dmr.xml -p ccf_gv -H 1 -M 5","Active_PM\CCF_GV\cbb_ccf_pm_interface.py","Active_PM\CCF_GV\cbb_ccf_pm_interface.py","2","2026-01-16"
"[NWP PM] CBB CCF PM","CBB CCF Ring Frequency Scalability","CCB CCF PCODE algorithm for distress input","22022422905","CBB CCF PCODE algorithm for distress input","silicon,virtual_platform","yes","python runPmx.py -x dmr.xml -p ccf_gv -H 1 -M 5","Active_PM\CCF_GV\cbb_ccf_pm_interface.py","Active_PM\CCF_GV\cbb_ccf_pm_interface.py","2","2026-01-15"
